,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
819,NSW1,2015/08/18 02:00:00,7521.33,36.02,TRADE
820,NSW1,2015/08/18 02:30:00,7207.06,33.34,TRADE
821,NSW1,2015/08/18 03:00:00,6927.29,32.47,TRADE
822,NSW1,2015/08/18 03:30:00,6808.23,31.91,TRADE
823,NSW1,2015/08/18 04:00:00,6740.18,30.9,TRADE
824,NSW1,2015/08/18 04:30:00,6716.1,30.33,TRADE
825,NSW1,2015/08/18 05:00:00,6788.1,32.54,TRADE
826,NSW1,2015/08/18 05:30:00,7125.62,39.28,TRADE
827,NSW1,2015/08/18 06:00:00,7644.32,36.59,TRADE
828,NSW1,2015/08/18 06:30:00,8504.77,36.56,TRADE
829,NSW1,2015/08/18 07:00:00,9271.36,47.07,TRADE
830,NSW1,2015/08/18 07:30:00,9609.58,38.94,TRADE
831,NSW1,2015/08/18 08:00:00,9793.39,40.66,TRADE
832,NSW1,2015/08/18 08:30:00,9679.31,38.34,TRADE
833,NSW1,2015/08/18 09:00:00,9397.37,35.83,TRADE
834,NSW1,2015/08/18 09:30:00,9223.14,35.88,TRADE
835,NSW1,2015/08/18 10:00:00,9077.5,36.11,TRADE
836,NSW1,2015/08/18 10:30:00,8891.54,33.52,TRADE
837,NSW1,2015/08/18 11:00:00,8661.99,35.83,TRADE
838,NSW1,2015/08/18 11:30:00,8561.78,36.21,TRADE
839,NSW1,2015/08/18 12:00:00,8413.05,36.05,TRADE
840,NSW1,2015/08/18 12:30:00,8375.73,36.04,TRADE
841,NSW1,2015/08/18 13:00:00,8278.28,36.0,TRADE
842,NSW1,2015/08/18 13:30:00,8278.2,36.28,TRADE
843,NSW1,2015/08/18 14:00:00,8204.06,36.11,TRADE
844,NSW1,2015/08/18 14:30:00,8174.07,35.82,TRADE
845,NSW1,2015/08/18 15:00:00,8196.19,35.98,TRADE
846,NSW1,2015/08/18 15:30:00,8215.69,35.16,TRADE
847,NSW1,2015/08/18 16:00:00,8406.39,35.87,TRADE
848,NSW1,2015/08/18 16:30:00,8627.71,35.44,TRADE
849,NSW1,2015/08/18 17:00:00,9038.15,38.89,TRADE
850,NSW1,2015/08/18 17:30:00,9664.57,36.15,TRADE
851,NSW1,2015/08/18 18:00:00,10513.19,49.58,TRADE
852,NSW1,2015/08/18 18:30:00,10862.62,62.01,TRADE
853,NSW1,2015/08/18 19:00:00,10918.55,67.23,TRADE
854,NSW1,2015/08/18 19:30:00,10746.52,40.89,TRADE
855,NSW1,2015/08/18 20:00:00,10512.76,37.14,TRADE
856,NSW1,2015/08/18 20:30:00,10386.18,53.36,TRADE
857,NSW1,2015/08/18 21:00:00,10190.2,54.91,TRADE
858,NSW1,2015/08/18 21:30:00,9939.59,40.77,TRADE
859,NSW1,2015/08/18 22:00:00,9575.59,35.32,TRADE
860,NSW1,2015/08/18 22:30:00,9414.55,43.79,TRADE
861,NSW1,2015/08/18 23:00:00,9069.54,39.9,TRADE
862,NSW1,2015/08/18 23:30:00,8850.11,35.17,TRADE
863,NSW1,2015/08/19 00:00:00,8696.61,36.21,TRADE
864,NSW1,2015/08/19 00:30:00,8443.08,38.42,TRADE
865,NSW1,2015/08/19 01:00:00,8279.85,36.54,TRADE
866,NSW1,2015/08/19 01:30:00,8072.95,36.04,TRADE
867,NSW1,2015/08/19 02:00:00,7843.74,37.15,TRADE
868,NSW1,2015/08/19 02:30:00,7528.42,36.47,TRADE
869,NSW1,2015/08/19 03:00:00,7186.67,34.44,TRADE
870,NSW1,2015/08/19 03:30:00,6994.65,34.73,TRADE
871,NSW1,2015/08/19 04:00:00,6909.87,33.84,TRADE
872,NSW1,2015/08/19 04:30:00,6845.49,34.19,TRADE
873,NSW1,2015/08/19 05:00:00,6973.64,36.08,TRADE
874,NSW1,2015/08/19 05:30:00,7298.73,39.01,TRADE
875,NSW1,2015/08/19 06:00:00,7773.25,40.39,TRADE
876,NSW1,2015/08/19 06:30:00,8667.1,36.35,TRADE
877,NSW1,2015/08/19 07:00:00,9462.41,159.14,TRADE
878,NSW1,2015/08/19 07:30:00,9837.52,38.76,TRADE
879,NSW1,2015/08/19 08:00:00,10065.78,43.33,TRADE
880,NSW1,2015/08/19 08:30:00,9895.03,39.35,TRADE
881,NSW1,2015/08/19 09:00:00,9604.25,36.62,TRADE
882,NSW1,2015/08/19 09:30:00,9430.83,38.75,TRADE
883,NSW1,2015/08/19 10:00:00,9171.28,35.17,TRADE
884,NSW1,2015/08/19 10:30:00,8963.49,35.62,TRADE
885,NSW1,2015/08/19 11:00:00,8831.81,35.8,TRADE
886,NSW1,2015/08/19 11:30:00,8635.97,36.04,TRADE
887,NSW1,2015/08/19 12:00:00,8551.94,36.02,TRADE
888,NSW1,2015/08/19 12:30:00,8477.46,36.05,TRADE
889,NSW1,2015/08/19 13:00:00,8418.48,35.82,TRADE
890,NSW1,2015/08/19 13:30:00,8366.69,35.64,TRADE
891,NSW1,2015/08/19 14:00:00,8385.12,35.93,TRADE
892,NSW1,2015/08/19 14:30:00,8377.55,35.15,TRADE
893,NSW1,2015/08/19 15:00:00,8352.2,35.7,TRADE
894,NSW1,2015/08/19 15:30:00,8324.09,35.99,TRADE
895,NSW1,2015/08/19 16:00:00,8442.58,35.91,TRADE
896,NSW1,2015/08/19 16:30:00,8671.28,35.68,TRADE
897,NSW1,2015/08/19 17:00:00,8976.43,35.26,TRADE
898,NSW1,2015/08/19 17:30:00,9469.8,35.42,TRADE
899,NSW1,2015/08/19 18:00:00,10230.15,42.92,TRADE
900,NSW1,2015/08/19 18:30:00,10610.65,69.9,TRADE
901,NSW1,2015/08/19 19:00:00,10598.34,55.1,TRADE
902,NSW1,2015/08/19 19:30:00,10426.23,43.21,TRADE
903,NSW1,2015/08/19 20:00:00,10249.55,42.66,TRADE
904,NSW1,2015/08/19 20:30:00,10126.67,41.46,TRADE
905,NSW1,2015/08/19 21:00:00,9883.14,36.28,TRADE
906,NSW1,2015/08/19 21:30:00,9628.94,35.07,TRADE
907,NSW1,2015/08/19 22:00:00,9174.75,33.12,TRADE
908,NSW1,2015/08/19 22:30:00,9032.13,35.95,TRADE
909,NSW1,2015/08/19 23:00:00,8758.69,35.61,TRADE
910,NSW1,2015/08/19 23:30:00,8621.8,35.71,TRADE
911,NSW1,2015/08/20 00:00:00,8478.15,34.67,TRADE
912,NSW1,2015/08/20 00:30:00,8291.24,35.91,TRADE
913,NSW1,2015/08/20 01:00:00,8042.07,35.01,TRADE
914,NSW1,2015/08/20 01:30:00,7907.93,35.1,TRADE
915,NSW1,2015/08/20 02:00:00,7693.88,33.94,TRADE
916,NSW1,2015/08/20 02:30:00,7349.51,32.58,TRADE
917,NSW1,2015/08/20 03:00:00,7079.6,31.68,TRADE
918,NSW1,2015/08/20 03:30:00,6919.85,29.92,TRADE
919,NSW1,2015/08/20 04:00:00,6771.78,28.61,TRADE
920,NSW1,2015/08/20 04:30:00,6779.8,29.11,TRADE
921,NSW1,2015/08/20 05:00:00,6894.79,30.55,TRADE
922,NSW1,2015/08/20 05:30:00,7220.32,33.77,TRADE
923,NSW1,2015/08/20 06:00:00,7693.97,32.87,TRADE
924,NSW1,2015/08/20 06:30:00,8585.69,24.66,TRADE
925,NSW1,2015/08/20 07:00:00,9382.02,41.39,TRADE
926,NSW1,2015/08/20 07:30:00,9735.07,38.14,TRADE
927,NSW1,2015/08/20 08:00:00,9949.52,38.43,TRADE
928,NSW1,2015/08/20 08:30:00,9824.08,38.73,TRADE
929,NSW1,2015/08/20 09:00:00,9521.79,36.73,TRADE
930,NSW1,2015/08/20 09:30:00,9290.76,35.81,TRADE
931,NSW1,2015/08/20 10:00:00,9033.49,35.8,TRADE
932,NSW1,2015/08/20 10:30:00,8842.88,36.42,TRADE
933,NSW1,2015/08/20 11:00:00,8666.4,35.83,TRADE
934,NSW1,2015/08/20 11:30:00,8410.73,35.37,TRADE
935,NSW1,2015/08/20 12:00:00,8247.63,33.37,TRADE
936,NSW1,2015/08/20 12:30:00,8099.48,32.42,TRADE
937,NSW1,2015/08/20 13:00:00,8029.19,32.66,TRADE
938,NSW1,2015/08/20 13:30:00,7956.12,33.38,TRADE
939,NSW1,2015/08/20 14:00:00,7944.87,32.7,TRADE
940,NSW1,2015/08/20 14:30:00,7924.34,32.05,TRADE
941,NSW1,2015/08/20 15:00:00,7931.61,31.84,TRADE
942,NSW1,2015/08/20 15:30:00,7961.33,31.82,TRADE
943,NSW1,2015/08/20 16:00:00,8100.32,32.78,TRADE
944,NSW1,2015/08/20 16:30:00,8326.87,31.74,TRADE
945,NSW1,2015/08/20 17:00:00,8550.37,32.96,TRADE
946,NSW1,2015/08/20 17:30:00,8985.39,35.41,TRADE
947,NSW1,2015/08/20 18:00:00,9688.82,37.75,TRADE
948,NSW1,2015/08/20 18:30:00,10100.09,39.3,TRADE
949,NSW1,2015/08/20 19:00:00,10124.74,40.16,TRADE
950,NSW1,2015/08/20 19:30:00,9973.37,37.27,TRADE
951,NSW1,2015/08/20 20:00:00,9764.83,37.85,TRADE
952,NSW1,2015/08/20 20:30:00,9676.16,37.15,TRADE
953,NSW1,2015/08/20 21:00:00,9516.86,36.24,TRADE
954,NSW1,2015/08/20 21:30:00,9275.15,35.72,TRADE
955,NSW1,2015/08/20 22:00:00,8920.79,35.6,TRADE
956,NSW1,2015/08/20 22:30:00,8844.07,38.39,TRADE
957,NSW1,2015/08/20 23:00:00,8565.99,36.04,TRADE
958,NSW1,2015/08/20 23:30:00,8435.93,35.85,TRADE
959,NSW1,2015/08/21 00:00:00,8326.41,36.33,TRADE
960,NSW1,2015/08/21 00:30:00,8097.76,36.41,TRADE
961,NSW1,2015/08/21 01:00:00,7882.35,36.23,TRADE
962,NSW1,2015/08/21 01:30:00,7727.12,34.89,TRADE
963,NSW1,2015/08/21 02:00:00,7525.11,35.46,TRADE
964,NSW1,2015/08/21 02:30:00,7171.77,32.84,TRADE
965,NSW1,2015/08/21 03:00:00,6918.13,32.5,TRADE
966,NSW1,2015/08/21 03:30:00,6694.84,31.67,TRADE
967,NSW1,2015/08/21 04:00:00,6598.15,32.7,TRADE
968,NSW1,2015/08/21 04:30:00,6613.04,33.91,TRADE
969,NSW1,2015/08/21 05:00:00,6678.59,33.7,TRADE
970,NSW1,2015/08/21 05:30:00,7029.47,36.03,TRADE
971,NSW1,2015/08/21 06:00:00,7464.24,36.79,TRADE
972,NSW1,2015/08/21 06:30:00,8329.14,34.72,TRADE
973,NSW1,2015/08/21 07:00:00,9016.77,37.44,TRADE
974,NSW1,2015/08/21 07:30:00,9348.09,78.97,TRADE
975,NSW1,2015/08/21 08:00:00,9503.65,84.95,TRADE
976,NSW1,2015/08/21 08:30:00,9382.24,44.11,TRADE
977,NSW1,2015/08/21 09:00:00,9105.39,43.13,TRADE
978,NSW1,2015/08/21 09:30:00,8941.43,49.45,TRADE
979,NSW1,2015/08/21 10:00:00,8779.18,44.81,TRADE
980,NSW1,2015/08/21 10:30:00,8620.46,43.94,TRADE
981,NSW1,2015/08/21 11:00:00,8477.71,42.04,TRADE
982,NSW1,2015/08/21 11:30:00,8225.98,36.85,TRADE
983,NSW1,2015/08/21 12:00:00,8093.77,36.29,TRADE
984,NSW1,2015/08/21 12:30:00,8048.29,36.19,TRADE
985,NSW1,2015/08/21 13:00:00,8000.55,35.97,TRADE
986,NSW1,2015/08/21 13:30:00,7961.52,36.06,TRADE
987,NSW1,2015/08/21 14:00:00,7918.17,36.05,TRADE
988,NSW1,2015/08/21 14:30:00,7887.26,36.07,TRADE
989,NSW1,2015/08/21 15:00:00,7882.56,36.6,TRADE
990,NSW1,2015/08/21 15:30:00,7968.09,36.08,TRADE
991,NSW1,2015/08/21 16:00:00,8086.07,39.57,TRADE
992,NSW1,2015/08/21 16:30:00,8262.25,39.56,TRADE
993,NSW1,2015/08/21 17:00:00,8423.07,38.32,TRADE
994,NSW1,2015/08/21 17:30:00,8811.8,40.81,TRADE
995,NSW1,2015/08/21 18:00:00,9299.76,48.02,TRADE
996,NSW1,2015/08/21 18:30:00,9406.27,42.19,TRADE
997,NSW1,2015/08/21 19:00:00,9344.65,39.26,TRADE
998,NSW1,2015/08/21 19:30:00,9159.79,37.11,TRADE
999,NSW1,2015/08/21 20:00:00,8879.92,36.63,TRADE
1000,NSW1,2015/08/21 20:30:00,8785.78,37.14,TRADE
1001,NSW1,2015/08/21 21:00:00,8665.63,37.33,TRADE
1002,NSW1,2015/08/21 21:30:00,8537.53,36.05,TRADE
1003,NSW1,2015/08/21 22:00:00,8338.69,36.06,TRADE
1004,NSW1,2015/08/21 22:30:00,8337.46,43.01,TRADE
1005,NSW1,2015/08/21 23:00:00,8166.36,45.58,TRADE
1006,NSW1,2015/08/21 23:30:00,8074.8,40.52,TRADE
1007,NSW1,2015/08/22 00:00:00,8005.13,48.29,TRADE
1008,NSW1,2015/08/22 00:30:00,7861.41,45.45,TRADE
1009,NSW1,2015/08/22 01:00:00,7664.58,39.11,TRADE
1010,NSW1,2015/08/22 01:30:00,7448.7,36.69,TRADE
1011,NSW1,2015/08/22 02:00:00,7163.44,38.13,TRADE
1012,NSW1,2015/08/22 02:30:00,6804.65,32.21,TRADE
1013,NSW1,2015/08/22 03:00:00,6522.6,31.95,TRADE
1014,NSW1,2015/08/22 03:30:00,6352.57,32.53,TRADE
1015,NSW1,2015/08/22 04:00:00,6158.39,30.21,TRADE
1016,NSW1,2015/08/22 04:30:00,6109.14,29.89,TRADE
1017,NSW1,2015/08/22 05:00:00,6097.44,30.08,TRADE
1018,NSW1,2015/08/22 05:30:00,6186.2,31.73,TRADE
1019,NSW1,2015/08/22 06:00:00,6362.37,33.85,TRADE
1020,NSW1,2015/08/22 06:30:00,6653.03,33.15,TRADE
1021,NSW1,2015/08/22 07:00:00,6906.13,33.61,TRADE
1022,NSW1,2015/08/22 07:30:00,7232.9,34.44,TRADE
1023,NSW1,2015/08/22 08:00:00,7538.84,35.65,TRADE
1024,NSW1,2015/08/22 08:30:00,7735.51,38.04,TRADE
1025,NSW1,2015/08/22 09:00:00,7823.95,36.43,TRADE
1026,NSW1,2015/08/22 09:30:00,7879.39,36.63,TRADE
1027,NSW1,2015/08/22 10:00:00,7657.89,35.4,TRADE
1028,NSW1,2015/08/22 10:30:00,7548.43,35.0,TRADE
1029,NSW1,2015/08/22 11:00:00,7371.4,32.72,TRADE
1030,NSW1,2015/08/22 11:30:00,7150.44,31.8,TRADE
1031,NSW1,2015/08/22 12:00:00,7060.92,31.49,TRADE
1032,NSW1,2015/08/22 12:30:00,6997.85,31.87,TRADE
1033,NSW1,2015/08/22 13:00:00,6887.03,31.53,TRADE
1034,NSW1,2015/08/22 13:30:00,6840.64,31.73,TRADE
1035,NSW1,2015/08/22 14:00:00,6752.82,30.25,TRADE
1036,NSW1,2015/08/22 14:30:00,6770.69,28.23,TRADE
1037,NSW1,2015/08/22 15:00:00,6786.72,26.72,TRADE
1038,NSW1,2015/08/22 15:30:00,6831.59,30.58,TRADE
1039,NSW1,2015/08/22 16:00:00,6987.2,32.21,TRADE
1040,NSW1,2015/08/22 16:30:00,7135.44,33.57,TRADE
1041,NSW1,2015/08/22 17:00:00,7352.65,35.29,TRADE
1042,NSW1,2015/08/22 17:30:00,7473.13,35.56,TRADE
1043,NSW1,2015/08/22 18:00:00,7947.73,37.8,TRADE
1044,NSW1,2015/08/22 18:30:00,8220.01,43.93,TRADE
1045,NSW1,2015/08/22 19:00:00,8156.83,41.77,TRADE
1046,NSW1,2015/08/22 19:30:00,7905.52,34.77,TRADE
1047,NSW1,2015/08/22 20:00:00,7703.42,34.48,TRADE
1048,NSW1,2015/08/22 20:30:00,7568.96,35.08,TRADE
1049,NSW1,2015/08/22 21:00:00,7483.57,35.28,TRADE
1050,NSW1,2015/08/22 21:30:00,7399.3,36.05,TRADE
1051,NSW1,2015/08/22 22:00:00,7258.16,35.49,TRADE
1052,NSW1,2015/08/22 22:30:00,7265.98,35.96,TRADE
1053,NSW1,2015/08/22 23:00:00,7198.28,34.96,TRADE
1054,NSW1,2015/08/22 23:30:00,7152.34,35.3,TRADE
1055,NSW1,2015/08/23 00:00:00,7030.05,34.94,TRADE
1056,NSW1,2015/08/23 00:30:00,6787.87,35.13,TRADE
1057,NSW1,2015/08/23 01:00:00,6589.5,32.87,TRADE
1058,NSW1,2015/08/23 01:30:00,6407.11,31.9,TRADE
1059,NSW1,2015/08/23 02:00:00,6236.39,31.11,TRADE
1060,NSW1,2015/08/23 02:30:00,5985.31,28.19,TRADE
1061,NSW1,2015/08/23 03:00:00,5816.34,25.23,TRADE
1062,NSW1,2015/08/23 03:30:00,5686.14,25.63,TRADE
1063,NSW1,2015/08/23 04:00:00,5632.78,24.95,TRADE
1064,NSW1,2015/08/23 04:30:00,5630.08,20.51,TRADE
1065,NSW1,2015/08/23 05:00:00,5623.02,21.28,TRADE
1066,NSW1,2015/08/23 05:30:00,5712.83,24.37,TRADE
1067,NSW1,2015/08/23 06:00:00,5795.62,24.78,TRADE
1068,NSW1,2015/08/23 06:30:00,6013.54,26.98,TRADE
1069,NSW1,2015/08/23 07:00:00,6212.92,24.57,TRADE
1070,NSW1,2015/08/23 07:30:00,6376.14,26.14,TRADE
1071,NSW1,2015/08/23 08:00:00,6779.63,30.5,TRADE
1072,NSW1,2015/08/23 08:30:00,7168.69,33.5,TRADE
1073,NSW1,2015/08/23 09:00:00,7463.54,34.91,TRADE
1074,NSW1,2015/08/23 09:30:00,7657.89,35.35,TRADE
1075,NSW1,2015/08/23 10:00:00,7724.6,35.86,TRADE
1076,NSW1,2015/08/23 10:30:00,7749.08,36.48,TRADE
1077,NSW1,2015/08/23 11:00:00,7658.07,36.01,TRADE
1078,NSW1,2015/08/23 11:30:00,7628.27,36.05,TRADE
1079,NSW1,2015/08/23 12:00:00,7573.79,35.28,TRADE
1080,NSW1,2015/08/23 12:30:00,7590.62,34.95,TRADE
1081,NSW1,2015/08/23 13:00:00,7546.03,34.95,TRADE
1082,NSW1,2015/08/23 13:30:00,7563.83,34.17,TRADE
1083,NSW1,2015/08/23 14:00:00,7535.13,34.91,TRADE
1084,NSW1,2015/08/23 14:30:00,7514.55,32.97,TRADE
1085,NSW1,2015/08/23 15:00:00,7567.67,34.21,TRADE
1086,NSW1,2015/08/23 15:30:00,7589.04,33.15,TRADE
1087,NSW1,2015/08/23 16:00:00,7729.51,32.14,TRADE
1088,NSW1,2015/08/23 16:30:00,7993.34,33.13,TRADE
1089,NSW1,2015/08/23 17:00:00,8310.08,36.73,TRADE
1090,NSW1,2015/08/23 17:30:00,8540.25,35.59,TRADE
1091,NSW1,2015/08/23 18:00:00,8975.78,36.17,TRADE
1092,NSW1,2015/08/23 18:30:00,9147.76,40.43,TRADE
1093,NSW1,2015/08/23 19:00:00,9022.82,38.32,TRADE
1094,NSW1,2015/08/23 19:30:00,8728.71,34.77,TRADE
1095,NSW1,2015/08/23 20:00:00,8499.78,35.27,TRADE
1096,NSW1,2015/08/23 20:30:00,8346.32,35.97,TRADE
1097,NSW1,2015/08/23 21:00:00,8130.54,36.03,TRADE
1098,NSW1,2015/08/23 21:30:00,7886.8,35.17,TRADE
1099,NSW1,2015/08/23 22:00:00,7691.91,32.99,TRADE
1100,NSW1,2015/08/23 22:30:00,7580.82,32.97,TRADE
1101,NSW1,2015/08/23 23:00:00,7394.93,30.6,TRADE
1102,NSW1,2015/08/23 23:30:00,7256.48,31.58,TRADE
1103,NSW1,2015/08/24 00:00:00,7192.05,30.73,TRADE
1104,NSW1,2015/08/24 00:30:00,6961.81,27.55,TRADE
1105,NSW1,2015/08/24 01:00:00,6792.68,25.63,TRADE
1106,NSW1,2015/08/24 01:30:00,6627.3,25.45,TRADE
1107,NSW1,2015/08/24 02:00:00,6478.76,22.22,TRADE
1108,NSW1,2015/08/24 02:30:00,6224.37,22.63,TRADE
1109,NSW1,2015/08/24 03:00:00,6032.22,20.49,TRADE
1110,NSW1,2015/08/24 03:30:00,5916.11,18.9,TRADE
1111,NSW1,2015/08/24 04:00:00,5888.39,20.58,TRADE
1112,NSW1,2015/08/24 04:30:00,5913.18,22.24,TRADE
1113,NSW1,2015/08/24 05:00:00,5991.74,25.65,TRADE
1114,NSW1,2015/08/24 05:30:00,6233.67,24.59,TRADE
1115,NSW1,2015/08/24 06:00:00,6587.78,18.98,TRADE
1116,NSW1,2015/08/24 06:30:00,7283.21,16.12,TRADE
1117,NSW1,2015/08/24 07:00:00,7903.36,25.41,TRADE
1118,NSW1,2015/08/24 07:30:00,8254.59,31.29,TRADE
1119,NSW1,2015/08/24 08:00:00,8584.07,35.57,TRADE
1120,NSW1,2015/08/24 08:30:00,8736.07,36.05,TRADE
1121,NSW1,2015/08/24 09:00:00,8731.85,36.01,TRADE
1122,NSW1,2015/08/24 09:30:00,8834.35,36.06,TRADE
1123,NSW1,2015/08/24 10:00:00,8864.1,34.09,TRADE
1124,NSW1,2015/08/24 10:30:00,8819.02,34.15,TRADE
1125,NSW1,2015/08/24 11:00:00,8803.2,34.99,TRADE
1126,NSW1,2015/08/24 11:30:00,8725.11,34.87,TRADE
1127,NSW1,2015/08/24 12:00:00,8744.53,34.93,TRADE
1128,NSW1,2015/08/24 12:30:00,8799.23,35.17,TRADE
1129,NSW1,2015/08/24 13:00:00,8852.53,34.99,TRADE
1130,NSW1,2015/08/24 13:30:00,8822.2,35.69,TRADE
1131,NSW1,2015/08/24 14:00:00,8769.51,34.56,TRADE
1132,NSW1,2015/08/24 14:30:00,8758.79,33.99,TRADE
1133,NSW1,2015/08/24 15:00:00,8593.47,32.15,TRADE
1134,NSW1,2015/08/24 15:30:00,8596.25,31.72,TRADE
1135,NSW1,2015/08/24 16:00:00,8714.62,32.14,TRADE
1136,NSW1,2015/08/24 16:30:00,8874.08,35.01,TRADE
1137,NSW1,2015/08/24 17:00:00,9142.13,36.03,TRADE
1138,NSW1,2015/08/24 17:30:00,9451.75,36.93,TRADE
1139,NSW1,2015/08/24 18:00:00,9930.05,37.46,TRADE
1140,NSW1,2015/08/24 18:30:00,9944.97,36.35,TRADE
1141,NSW1,2015/08/24 19:00:00,9808.47,36.05,TRADE
1142,NSW1,2015/08/24 19:30:00,9493.19,35.57,TRADE
1143,NSW1,2015/08/24 20:00:00,9282.3,35.92,TRADE
1144,NSW1,2015/08/24 20:30:00,8991.4,33.87,TRADE
1145,NSW1,2015/08/24 21:00:00,8750.59,31.68,TRADE
1146,NSW1,2015/08/24 21:30:00,8514.63,31.08,TRADE
1147,NSW1,2015/08/24 22:00:00,8197.26,30.61,TRADE
1148,NSW1,2015/08/24 22:30:00,8181.97,32.83,TRADE
1149,NSW1,2015/08/24 23:00:00,7968.0,32.1,TRADE
1150,NSW1,2015/08/24 23:30:00,7849.81,32.36,TRADE
1151,NSW1,2015/08/25 00:00:00,7826.22,32.64,TRADE
1152,NSW1,2015/08/25 00:30:00,7595.49,30.48,TRADE
1153,NSW1,2015/08/25 01:00:00,7427.08,28.4,TRADE
1154,NSW1,2015/08/25 01:30:00,7248.95,29.07,TRADE
1155,NSW1,2015/08/25 02:00:00,6988.76,24.47,TRADE
1156,NSW1,2015/08/25 02:30:00,6657.09,19.01,TRADE
1157,NSW1,2015/08/25 03:00:00,6420.73,18.99,TRADE
1158,NSW1,2015/08/25 03:30:00,6163.76,18.83,TRADE
1159,NSW1,2015/08/25 04:00:00,6061.82,16.87,TRADE
1160,NSW1,2015/08/25 04:30:00,6063.44,18.39,TRADE
1161,NSW1,2015/08/25 05:00:00,6142.67,18.4,TRADE
1162,NSW1,2015/08/25 05:30:00,6439.12,18.89,TRADE
1163,NSW1,2015/08/25 06:00:00,6824.17,19.37,TRADE
1164,NSW1,2015/08/25 06:30:00,7571.88,21.16,TRADE
1165,NSW1,2015/08/25 07:00:00,8225.07,28.5,TRADE
1166,NSW1,2015/08/25 07:30:00,8575.43,30.85,TRADE
1167,NSW1,2015/08/25 08:00:00,8864.7,34.65,TRADE
1168,NSW1,2015/08/25 08:30:00,8907.34,34.19,TRADE
1169,NSW1,2015/08/25 09:00:00,8781.91,34.67,TRADE
1170,NSW1,2015/08/25 09:30:00,8732.61,35.09,TRADE
1171,NSW1,2015/08/25 10:00:00,8626.53,33.63,TRADE
1172,NSW1,2015/08/25 10:30:00,8569.86,34.0,TRADE
1173,NSW1,2015/08/25 11:00:00,8670.62,35.12,TRADE
1174,NSW1,2015/08/25 11:30:00,8498.52,31.78,TRADE
1175,NSW1,2015/08/25 12:00:00,8387.6,31.97,TRADE
1176,NSW1,2015/08/25 12:30:00,8371.68,31.97,TRADE
1177,NSW1,2015/08/25 13:00:00,8419.09,32.22,TRADE
1178,NSW1,2015/08/25 13:30:00,8405.26,31.95,TRADE
1179,NSW1,2015/08/25 14:00:00,8383.46,32.03,TRADE
1180,NSW1,2015/08/25 14:30:00,8361.78,32.33,TRADE
1181,NSW1,2015/08/25 15:00:00,8365.55,32.51,TRADE
1182,NSW1,2015/08/25 15:30:00,8306.88,32.12,TRADE
1183,NSW1,2015/08/25 16:00:00,8436.36,32.67,TRADE
1184,NSW1,2015/08/25 16:30:00,8622.29,33.61,TRADE
1185,NSW1,2015/08/25 17:00:00,8862.18,36.4,TRADE
1186,NSW1,2015/08/25 17:30:00,9162.44,38.03,TRADE
1187,NSW1,2015/08/25 18:00:00,9756.0,45.21,TRADE
1188,NSW1,2015/08/25 18:30:00,9985.16,44.68,TRADE
1189,NSW1,2015/08/25 19:00:00,9890.95,41.3,TRADE
1190,NSW1,2015/08/25 19:30:00,9603.11,37.09,TRADE
1191,NSW1,2015/08/25 20:00:00,9446.47,37.52,TRADE
1192,NSW1,2015/08/25 20:30:00,9247.85,37.52,TRADE
1193,NSW1,2015/08/25 21:00:00,8970.07,36.51,TRADE
1194,NSW1,2015/08/25 21:30:00,8687.21,34.05,TRADE
1195,NSW1,2015/08/25 22:00:00,8369.52,32.2,TRADE
1196,NSW1,2015/08/25 22:30:00,8319.83,34.7,TRADE
1197,NSW1,2015/08/25 23:00:00,8100.32,31.65,TRADE
1198,NSW1,2015/08/25 23:30:00,7964.61,31.4,TRADE
1199,NSW1,2015/08/26 00:00:00,7930.35,32.04,TRADE
1200,NSW1,2015/08/26 00:30:00,7684.99,32.22,TRADE
1201,NSW1,2015/08/26 01:00:00,7529.15,33.42,TRADE
1202,NSW1,2015/08/26 01:30:00,7381.6,30.79,TRADE
1203,NSW1,2015/08/26 02:00:00,7138.5,32.03,TRADE
1204,NSW1,2015/08/26 02:30:00,6788.43,32.54,TRADE
1205,NSW1,2015/08/26 03:00:00,6477.9,31.91,TRADE
1206,NSW1,2015/08/26 03:30:00,6268.85,29.12,TRADE
1207,NSW1,2015/08/26 04:00:00,6168.38,28.5,TRADE
1208,NSW1,2015/08/26 04:30:00,6187.86,28.88,TRADE
1209,NSW1,2015/08/26 05:00:00,6247.48,30.19,TRADE
1210,NSW1,2015/08/26 05:30:00,6579.8,29.36,TRADE
1211,NSW1,2015/08/26 06:00:00,6921.11,22.54,TRADE
1212,NSW1,2015/08/26 06:30:00,7704.45,27.12,TRADE
1213,NSW1,2015/08/26 07:00:00,8304.65,35.56,TRADE
1214,NSW1,2015/08/26 07:30:00,8650.12,36.68,TRADE
1215,NSW1,2015/08/26 08:00:00,8891.18,37.66,TRADE
1216,NSW1,2015/08/26 08:30:00,8891.51,37.42,TRADE
1217,NSW1,2015/08/26 09:00:00,8759.49,37.3,TRADE
1218,NSW1,2015/08/26 09:30:00,8723.88,37.03,TRADE
1219,NSW1,2015/08/26 10:00:00,8627.82,34.87,TRADE
1220,NSW1,2015/08/26 10:30:00,8521.2,36.59,TRADE
1221,NSW1,2015/08/26 11:00:00,8464.04,35.73,TRADE
1222,NSW1,2015/08/26 11:30:00,8328.37,36.05,TRADE
